record,workout,date,started_utc,routine,kind,timing,minutes,effort_1_5,finger_strain_1_5,daily_target,completed,planned,set,pull,edge_mm,fingers,position,hand,planned_s,held_s,peak_kg,avg_kg,target_low_kg,target_high_kg,max_at_start_kg,outcome,source,notes,ended_utc,time_source,max_reference,started_elapsed_s,ended_elapsed_s,gap_before_s,planned_rest_s,planned_lead_in_s,recorded
workout,00000000-0000-0000-0000-000000000101,2026-07-01,2026-07-01T09:00:00Z,Old protocol,hang,gauge,25,1,1,,6,7,,,,,,,,21.5,20.0,18.0,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000101,2026-07-01,,Old protocol,,gauge,,,,,1,,1,,20,IMR,halfCrimp,left,10,4.6,19.0,17.1,,,24.0,completed:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000101,2026-07-01,,Old protocol,,gauge,,,,,1,,1,,20,IMR,halfCrimp,right,20,3.1,19.8,17.8,9.5,13.0,23.4,completed:1|skipped:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000101,2026-07-01,,Old protocol,,gauge,,,,,3,,1,,20,IMR,halfCrimp,left,30,9.9,15.6,11.3,9.5,13.0,24.0,completed:3,,,,not_recorded,hand_specific,,,,,,3
set,00000000-0000-0000-0000-000000000101,2026-07-01,,Old protocol,,gauge,,,,,1,,1,,20,IMR,halfCrimp,right,10,3.9,20.0,18.0,,,23.4,completed:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000100,2026-06-30,2026-06-30T09:00:00Z,Old protocol,hang,gauge,23,1,5,,4,4,,,,,,,,16.4,20.4,18.4,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000100,2026-06-30,,Old protocol,,gauge,,,,,1,,1,,20,IMR,halfCrimp,left,10,4.7,17.7,15.9,,,24.0,completed:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000100,2026-06-30,,Old protocol,,gauge,,,,,2,,1,,20,IMR,halfCrimp,right,20,5.8,20.4,17.7,,,23.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000100,2026-06-30,,Old protocol,,gauge,,,,,1,,1,,20,IMR,halfCrimp,left,10,5.9,13.5,12.2,9.5,13.0,24.0,completed:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000099,2026-06-29,2026-06-29T09:00:00Z,Old protocol,hang,gauge,21,5,2,,4,5,,,,,,,,20.6,16.2,14.6,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000099,2026-06-29,,Old protocol,,gauge,,,,,2,,1,,20,IM,openHand,left,20,7.9,16.2,10.7,9.5,13.0,28.0,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000099,2026-06-29,,Old protocol,,gauge,,,,,0,,1,,20,IM,openHand,right,10,4.1,13.6,12.2,,,27.4,aborted:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000099,2026-06-29,,Old protocol,,gauge,,,,,1,,1,,20,IM,openHand,right,10,4.1,11.1,10.0,9.5,13.0,27.4,completed:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000099,2026-06-29,,Old protocol,,gauge,,,,,1,,1,,20,IM,openHand,left,10,4.5,8.3,7.5,,,28.0,completed:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000098,2026-06-28,2026-06-28T09:00:00Z,Benchmark,benchmark,logged,40,,,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000096,2026-06-27,2026-06-27T09:00:00Z,Old protocol,hang,gauge,20,2,1,,5,6,,,,,,,,19.5,21.3,19.2,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000096,2026-06-27,,Old protocol,,gauge,,,,,2,,1,,20,IMR,halfCrimp,left,20,10.2,17.4,11.8,9.5,13.0,24.0,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000096,2026-06-27,,Old protocol,,gauge,,,,,3,,1,,20,IMR,halfCrimp,right,30,9.3,21.3,17.9,,,23.4,completed:3,,,,not_recorded,hand_specific,,,,,,3
set,00000000-0000-0000-0000-000000000096,2026-06-27,,Old protocol,,gauge,,,,,0,,1,,20,IMR,halfCrimp,left,10,0.0,,,,,24.0,skipped:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000097,2026-06-27,2026-06-27T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,5,6,,,,,,,,19.5,21.3,19.2,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000097,2026-06-27,,Daily no-hangs,,gauge,,,,,2,,1,,20,IMR,halfCrimp,left,20,10.2,17.4,11.8,9.5,13.0,24.0,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000097,2026-06-27,,Daily no-hangs,,gauge,,,,,3,,1,,20,IMR,halfCrimp,right,30,9.3,21.3,17.9,,,23.4,completed:3,,,,not_recorded,hand_specific,,,,,,3
set,00000000-0000-0000-0000-000000000097,2026-06-27,,Daily no-hangs,,gauge,,,,,0,,1,,20,IMR,halfCrimp,left,10,0.0,,,,,24.0,skipped:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000095,2026-06-26,2026-06-26T09:00:00Z,Old protocol,hang,gauge,27,1,,,2,5,,,,,,,,13.6,20.9,18.8,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000095,2026-06-26,,Old protocol,,gauge,,,,,1,,1,,20,IM,openHand,left,30,5.2,19.9,15.6,,,28.0,aborted:1|completed:1|skipped:1,,,,not_recorded,hand_specific,,,,,,3
set,00000000-0000-0000-0000-000000000095,2026-06-26,,Old protocol,,gauge,,,,,0,,1,,20,IM,openHand,right,10,2.1,20.9,18.8,9.5,13.0,27.4,earlyRelease:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000095,2026-06-26,,Old protocol,,gauge,,,,,1,,1,,20,IM,openHand,right,10,6.3,18.2,16.4,,,27.4,completed:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000094,2026-06-25,2026-06-25T09:00:00Z,Gym,climbLimit,logged,78,5,3,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000093,2026-06-24,2026-06-24T09:00:00Z,Old protocol,hang,gauge,22,4,5,,4,6,,,,,,,,17.5,18.2,16.4,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000093,2026-06-24,,Old protocol,,gauge,,,,,1,,1,,45,IMRL,sloper,left,10,3.0,9.4,8.5,9.5,13.0,36.0,completed:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000093,2026-06-24,,Old protocol,,gauge,,,,,1,,1,,45,IMRL,sloper,right,20,6.6,11.6,9.7,9.5,13.0,35.4,aborted:1|completed:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000093,2026-06-24,,Old protocol,,gauge,,,,,1,,1,,45,IMRL,sloper,left,20,4.0,18.2,15.3,,,36.0,completed:1|earlyRelease:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000093,2026-06-24,,Old protocol,,gauge,,,,,1,,1,,45,IMRL,sloper,right,10,3.9,13.0,11.7,,,35.4,completed:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000092,2026-06-23,2026-06-23T09:00:00Z,Old protocol,hang,gauge,24,,4,,7,7,,,,,,,,28.4,21.6,19.4,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000092,2026-06-23,,Old protocol,,gauge,,,,,3,,1,,45,IMRL,sloper,left,30,10.9,17.6,15.1,,,36.0,completed:3,,,,not_recorded,hand_specific,,,,,,3
set,00000000-0000-0000-0000-000000000092,2026-06-23,,Old protocol,,gauge,,,,,3,,1,,45,IMRL,sloper,right,30,13.6,21.6,18.9,,,35.4,completed:3,,,,not_recorded,hand_specific,,,,,,3
set,00000000-0000-0000-0000-000000000092,2026-06-23,,Old protocol,,gauge,,,,,1,,1,,45,IMRL,sloper,left,10,3.9,16.6,14.9,9.5,13.0,36.0,completed:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000090,2026-06-22,2026-06-22T09:00:00Z,Old protocol,hang,gauge,18,4,,,5,6,,,,,,,,19.7,21.4,19.3,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000090,2026-06-22,,Old protocol,,gauge,,,,,1,,1,,45,IMRL,sloper,left,10,3.3,21.4,19.3,9.5,13.0,36.0,completed:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000090,2026-06-22,,Old protocol,,gauge,,,,,2,,1,,45,IMRL,sloper,right,20,6.2,15.4,11.5,9.5,13.0,35.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000090,2026-06-22,,Old protocol,,gauge,,,,,1,,1,,45,IMRL,sloper,left,20,7.3,16.6,14.7,,,36.0,aborted:1|completed:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000090,2026-06-22,,Old protocol,,gauge,,,,,1,,1,,45,IMRL,sloper,right,10,2.9,11.9,10.7,,,35.4,completed:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000091,2026-06-22,2026-06-22T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,5,6,,,,,,,,19.7,21.4,19.3,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000091,2026-06-22,,Daily no-hangs,,gauge,,,,,1,,1,,45,IMRL,sloper,left,10,3.3,21.4,19.3,9.5,13.0,36.0,completed:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000091,2026-06-22,,Daily no-hangs,,gauge,,,,,2,,1,,45,IMRL,sloper,right,20,6.2,15.4,11.5,9.5,13.0,35.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000091,2026-06-22,,Daily no-hangs,,gauge,,,,,1,,1,,45,IMRL,sloper,left,20,7.3,16.6,14.7,,,36.0,aborted:1|completed:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000091,2026-06-22,,Daily no-hangs,,gauge,,,,,1,,1,,45,IMRL,sloper,right,10,2.9,11.9,10.7,,,35.4,completed:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000089,2026-06-21,2026-06-21T09:00:00Z,Old protocol,hang,gauge,25,5,,,3,4,,,,,,,,15.8,21.1,19.0,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000089,2026-06-21,,Old protocol,,gauge,,,,,2,,1,,20,IM,openHand,left,20,9.0,17.3,13.2,,,28.0,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000089,2026-06-21,,Old protocol,,gauge,,,,,1,,1,,20,IM,openHand,right,20,6.8,21.1,9.9,,,27.4,aborted:1|completed:1,,,,not_recorded,hand_specific,,,,,,2
workout,00000000-0000-0000-0000-000000000088,2026-06-20,2026-06-20T09:00:00Z,Gym,climbVolume,logged,114,2,2,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000087,2026-06-19,2026-06-19T09:00:00Z,Old protocol,hang,gauge,22,5,,,7,7,,,,,,,,24.1,20.2,18.2,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000087,2026-06-19,,Old protocol,,gauge,,,,,2,,1,,20,IM,openHand,left,20,7.8,17.1,14.8,9.5,13.0,28.0,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000087,2026-06-19,,Old protocol,,gauge,,,,,3,,1,,20,IM,openHand,right,30,13.7,12.2,9.9,,,27.4,completed:3,,,,not_recorded,hand_specific,,,,,,3
set,00000000-0000-0000-0000-000000000087,2026-06-19,,Old protocol,,gauge,,,,,2,,1,,20,IM,openHand,left,20,2.6,20.2,15.7,,,28.0,completed:2,,,,not_recorded,hand_specific,,,,,,2
workout,00000000-0000-0000-0000-000000000086,2026-06-18,2026-06-18T09:00:00Z,Old protocol,hang,gauge,24,1,4,,4,6,,,,,,,,16.2,17.2,15.5,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000086,2026-06-18,,Old protocol,,gauge,,,,,2,,1,,45,IMRL,sloper,left,30,3.4,17.2,14.7,,,36.0,aborted:1|completed:2,,,,not_recorded,hand_specific,,,,,,3
set,00000000-0000-0000-0000-000000000086,2026-06-18,,Old protocol,,gauge,,,,,1,,1,,45,IMRL,sloper,right,10,6.3,11.3,10.2,,,35.4,completed:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000086,2026-06-18,,Old protocol,,gauge,,,,,1,,1,,45,IMRL,sloper,right,20,6.5,14.0,11.6,9.5,13.0,35.4,aborted:1|completed:1,,,,not_recorded,hand_specific,,,,,,2
workout,00000000-0000-0000-0000-000000000085,2026-06-17,2026-06-17T09:00:00Z,Old protocol,hang,gauge,27,2,,,4,7,,,,,,,,15.6,20.6,18.5,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000085,2026-06-17,,Old protocol,,gauge,,,,,1,,1,,20,IM,openHand,left,40,6.5,17.4,15.3,,,28.0,completed:1|earlyRelease:1|skipped:2,,,,not_recorded,hand_specific,,,,,,4
set,00000000-0000-0000-0000-000000000085,2026-06-17,,Old protocol,,gauge,,,,,3,,1,,20,IM,openHand,right,30,9.1,20.6,17.5,9.5,13.0,27.4,completed:3,,,,not_recorded,hand_specific,,,,,,3
workout,00000000-0000-0000-0000-000000000083,2026-06-16,2026-06-16T09:00:00Z,Old protocol,hang,gauge,21,1,1,,3,5,,,,,,,,15.4,21.7,19.5,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000083,2026-06-16,,Old protocol,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,left,10,2.5,21.7,19.5,9.5,13.0,20.0,completed:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000083,2026-06-16,,Old protocol,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,right,20,8.6,17.7,13.6,,,19.4,aborted:1|completed:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000083,2026-06-16,,Old protocol,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,left,20,4.3,10.4,9.4,,,20.0,completed:1|skipped:1,,,,not_recorded,hand_specific,,,,,,2
workout,00000000-0000-0000-0000-000000000084,2026-06-16,2026-06-16T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,3,5,,,,,,,,15.4,21.7,19.5,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000084,2026-06-16,,Daily no-hangs,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,left,10,2.5,21.7,19.5,9.5,13.0,20.0,completed:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000084,2026-06-16,,Daily no-hangs,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,right,20,8.6,17.7,13.6,,,19.4,aborted:1|completed:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000084,2026-06-16,,Daily no-hangs,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,left,20,4.3,10.4,9.4,,,20.0,completed:1|skipped:1,,,,not_recorded,hand_specific,,,,,,2
workout,00000000-0000-0000-0000-000000000082,2026-06-15,2026-06-15T09:00:00Z,Old protocol,hang,gauge,18,,,,5,5,,,,,,,,16.2,18.2,16.4,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000082,2026-06-15,,Old protocol,,gauge,,,,,3,,1,,20,IMR,halfCrimp,left,30,10.9,18.2,11.6,,,24.0,completed:3,,,,not_recorded,hand_specific,,,,,,3
set,00000000-0000-0000-0000-000000000082,2026-06-15,,Old protocol,,gauge,,,,,2,,1,,20,IMR,halfCrimp,right,20,5.3,14.6,12.2,9.5,13.0,23.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
workout,00000000-0000-0000-0000-000000000081,2026-06-14,2026-06-14T09:00:00Z,Benchmark,benchmark,logged,40,,,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000079,2026-06-12,2026-06-12T09:00:00Z,Old protocol,hang,gauge,24,5,4,,5,7,,,,,,,,26.2,21.1,19.0,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000079,2026-06-12,,Old protocol,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,left,20,5.7,19.3,11.6,9.5,13.0,20.0,completed:1|earlyRelease:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000079,2026-06-12,,Old protocol,,gauge,,,,,3,,1,,20,IMRL,halfCrimp,right,30,10.8,21.1,16.6,,,19.4,completed:3,,,,not_recorded,hand_specific,,,,,,3
set,00000000-0000-0000-0000-000000000079,2026-06-12,,Old protocol,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,left,20,9.7,14.8,9.9,,,20.0,aborted:1|completed:1,,,,not_recorded,hand_specific,,,,,,2
workout,00000000-0000-0000-0000-000000000080,2026-06-12,2026-06-12T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,5,7,,,,,,,,26.2,21.1,19.0,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000080,2026-06-12,,Daily no-hangs,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,left,20,5.7,19.3,11.6,9.5,13.0,20.0,completed:1|earlyRelease:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000080,2026-06-12,,Daily no-hangs,,gauge,,,,,3,,1,,20,IMRL,halfCrimp,right,30,10.8,21.1,16.6,,,19.4,completed:3,,,,not_recorded,hand_specific,,,,,,3
set,00000000-0000-0000-0000-000000000080,2026-06-12,,Daily no-hangs,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,left,20,9.7,14.8,9.9,,,20.0,aborted:1|completed:1,,,,not_recorded,hand_specific,,,,,,2
workout,00000000-0000-0000-0000-000000000078,2026-06-11,2026-06-11T09:00:00Z,Old protocol,hang,gauge,18,,1,,3,5,,,,,,,,21.2,18.9,17.0,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000078,2026-06-11,,Old protocol,,gauge,,,,,0,,1,,35,IMT,pinch,left,10,2.4,11.5,10.3,,,32.0,earlyRelease:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000078,2026-06-11,,Old protocol,,gauge,,,,,1,,1,,35,IMT,pinch,right,10,3.7,13.7,12.3,,,31.4,completed:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000078,2026-06-11,,Old protocol,,gauge,,,,,1,,1,,35,IMT,pinch,left,20,9.2,18.9,13.4,9.5,13.0,32.0,completed:1|earlyRelease:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000078,2026-06-11,,Old protocol,,gauge,,,,,1,,1,,35,IMT,pinch,right,10,5.9,8.8,7.9,9.5,13.0,31.4,completed:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000077,2026-06-10,2026-06-10T09:00:00Z,Old protocol,hang,gauge,27,5,,,4,4,,,,,,,,15.8,21.2,19.1,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000077,2026-06-10,,Old protocol,,gauge,,,,,2,,1,,35,IMT,pinch,left,20,7.7,12.7,10.8,,,32.0,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000077,2026-06-10,,Old protocol,,gauge,,,,,2,,1,,35,IMT,pinch,right,20,8.1,21.2,15.4,,,31.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
workout,00000000-0000-0000-0000-000000000076,2026-06-09,2026-06-09T09:00:00Z,Old protocol,hang,gauge,27,4,3,,5,5,,,,,,,,24.2,21.8,19.6,,,,,,"Felt strong on the 20mm 4F HC | second set
kept the shoulders down.",,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000076,2026-06-09,,Old protocol,,gauge,,,,,2,,1,,20,IMRL,halfCrimp,left,20,9.1,20.3,17.5,,,20.0,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000076,2026-06-09,,Old protocol,,gauge,,,,,2,,1,,20,IMRL,halfCrimp,right,20,11.3,21.8,16.2,,,19.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000076,2026-06-09,,Old protocol,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,left,10,3.8,15.8,14.2,9.5,13.0,20.0,completed:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000075,2026-06-08,2026-06-08T09:00:00Z,Old protocol,hang,gauge,25,5,3,,4,4,,,,,,,,7.9,19.3,17.4,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000075,2026-06-08,,Old protocol,,gauge,,,,,2,,1,,45,IMRL,sloper,left,20,5.0,19.3,16.3,,,36.0,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000075,2026-06-08,,Old protocol,,gauge,,,,,1,,1,,45,IMRL,sloper,right,10,1.6,13.6,12.2,9.5,13.0,35.4,completed:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000075,2026-06-08,,Old protocol,,gauge,,,,,1,,1,,45,IMRL,sloper,right,10,1.3,9.4,8.5,,,35.4,completed:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000074,2026-06-07,2026-06-07T09:00:00Z,Old protocol,hang,gauge,21,,5,,3,4,,,,,,,,14.2,19.9,17.9,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000074,2026-06-07,,Old protocol,,gauge,,,,,2,,1,,20,IMRL,halfCrimp,left,20,8.4,19.2,15.7,,,20.0,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000074,2026-06-07,,Old protocol,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,right,20,5.8,19.9,14.3,,,19.4,aborted:1|completed:1,,,,not_recorded,hand_specific,,,,,,2
workout,00000000-0000-0000-0000-000000000072,2026-06-06,2026-06-06T09:00:00Z,Old protocol,hang,gauge,22,,,,3,5,,,,,,,,10.2,20.8,18.7,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000072,2026-06-06,,Old protocol,,gauge,,,,,1,,1,,35,IMT,pinch,left,20,6.9,20.8,13.4,,,32.0,completed:1|earlyRelease:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000072,2026-06-06,,Old protocol,,gauge,,,,,1,,1,,35,IMT,pinch,right,20,2.6,16.7,15.0,9.5,13.0,31.4,completed:1|skipped:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000072,2026-06-06,,Old protocol,,gauge,,,,,1,,1,,35,IMT,pinch,left,10,0.7,16.9,15.2,9.5,13.0,32.0,completed:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000073,2026-06-06,2026-06-06T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,3,5,,,,,,,,10.2,20.8,18.7,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000073,2026-06-06,,Daily no-hangs,,gauge,,,,,1,,1,,35,IMT,pinch,left,20,6.9,20.8,13.4,,,32.0,completed:1|earlyRelease:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000073,2026-06-06,,Daily no-hangs,,gauge,,,,,1,,1,,35,IMT,pinch,right,20,2.6,16.7,15.0,9.5,13.0,31.4,completed:1|skipped:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000073,2026-06-06,,Daily no-hangs,,gauge,,,,,1,,1,,35,IMT,pinch,left,10,0.7,16.9,15.2,9.5,13.0,32.0,completed:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000071,2026-06-05,2026-06-05T09:00:00Z,Old protocol,hang,gauge,21,4,1,,6,7,,,,,,,,26.3,21.2,19.1,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000071,2026-06-05,,Old protocol,,gauge,,,,,2,,1,,20,IMR,halfCrimp,left,30,12.6,21.2,14.8,,,24.0,aborted:1|completed:2,,,,not_recorded,hand_specific,,,,,,3
set,00000000-0000-0000-0000-000000000071,2026-06-05,,Old protocol,,gauge,,,,,2,,1,,20,IMR,halfCrimp,right,20,6.4,15.2,12.6,,,23.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000071,2026-06-05,,Old protocol,,gauge,,,,,1,,1,,20,IMR,halfCrimp,left,10,4.5,14.9,13.4,9.5,13.0,24.0,completed:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000071,2026-06-05,,Old protocol,,gauge,,,,,1,,1,,20,IMR,halfCrimp,right,10,2.8,10.7,9.6,9.5,13.0,23.4,completed:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000069,2026-06-04,2026-06-04T09:00:00Z,Old protocol,hang,timerOnly,26,,5,,2,5,,,,,,,,11.7,,,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000069,2026-06-04,,Old protocol,,timerOnly,,,,,0,,1,,45,IMRL,sloper,left,10,3.8,,,,,36.0,aborted:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000069,2026-06-04,,Old protocol,,timerOnly,,,,,1,,1,,45,IMRL,sloper,right,20,1.3,,,,,35.4,completed:1|skipped:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000069,2026-06-04,,Old protocol,,timerOnly,,,,,1,,1,,45,IMRL,sloper,left,20,6.6,,,9.5,13.0,36.0,aborted:1|completed:1,,,,not_recorded,hand_specific,,,,,,2
workout,00000000-0000-0000-0000-000000000070,2026-06-04,2026-06-04T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,2,5,,,,,,,,11.7,20.0,18.0,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000070,2026-06-04,,Daily no-hangs,,gauge,,,,,0,,1,,45,IMRL,sloper,left,10,3.8,20.0,18.0,,,36.0,aborted:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000070,2026-06-04,,Daily no-hangs,,gauge,,,,,1,,1,,45,IMRL,sloper,right,20,1.3,13.6,12.2,,,35.4,completed:1|skipped:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000070,2026-06-04,,Daily no-hangs,,gauge,,,,,1,,1,,45,IMRL,sloper,left,20,6.6,18.2,16.3,9.5,13.0,36.0,aborted:1|completed:1,,,,not_recorded,hand_specific,,,,,,2
