record,workout,date,started_utc,routine,kind,timing,minutes,effort_1_5,finger_strain_1_5,daily_target,completed,planned,set,pull,edge_mm,fingers,position,hand,planned_s,held_s,peak_kg,avg_kg,target_low_kg,target_high_kg,max_at_start_kg,outcome,source,notes,ended_utc,time_source,max_reference,started_elapsed_s,ended_elapsed_s,gap_before_s,planned_rest_s,planned_lead_in_s,recorded
pull,00000000-0000-0000-0000-000000000127,2026-07-22,,Daily no-hangs,,gauge,,,,,,,1,1,45,IMRL,sloper,left,10,3.4,16.0,14.4,9.5,13.0,36.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000127,2026-07-22,,Daily no-hangs,,gauge,,,,,,,1,2,45,IMRL,sloper,right,10,1.2,19.1,17.2,9.5,13.0,35.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000127,2026-07-22,,Daily no-hangs,,gauge,,,,,,,1,3,45,IMRL,sloper,left,10,4.9,13.2,11.9,,,36.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000127,2026-07-22,,Daily no-hangs,,gauge,,,,,,,1,4,45,IMRL,sloper,right,10,1.8,18.2,16.4,,,35.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000127,2026-07-22,,Daily no-hangs,,gauge,,,,,,,1,5,45,IMRL,sloper,left,10,2.7,9.2,8.3,,,36.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000127,2026-07-22,,Daily no-hangs,,gauge,,,,,,,1,6,45,IMRL,sloper,right,10,0.8,14.9,13.4,9.5,13.0,35.4,completed,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000126,2026-07-21,2026-07-21T09:00:00Z,Daily no-hangs,hang,gauge,22,1,,,3,5,,,,,,,,19.8,13.1,11.8,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000126,2026-07-21,,Daily no-hangs,,gauge,,,,,,,1,1,20,IM,openHand,left,10,5.6,9.4,8.5,,,28.0,aborted,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000126,2026-07-21,,Daily no-hangs,,gauge,,,,,,,1,2,20,IM,openHand,right,10,6.0,13.1,11.8,,,27.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000126,2026-07-21,,Daily no-hangs,,gauge,,,,,,,1,3,20,IM,openHand,left,10,2.4,11.9,10.7,,,28.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000126,2026-07-21,,Daily no-hangs,,gauge,,,,,,,1,4,20,IM,openHand,right,10,5.8,11.7,10.5,,,27.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000126,2026-07-21,,Daily no-hangs,,gauge,,,,,,,1,5,20,IM,openHand,left,10,0.0,,,9.5,13.0,28.0,skipped,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000125,2026-07-20,2026-07-20T09:00:00Z,Gym,climbLimit,logged,87,1,2,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000124,2026-07-19,2026-07-19T09:00:00Z,Gym,climbLimit,logged,116,5,4,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000123,2026-07-18,2026-07-18T09:00:00Z,Weighted hangs,hangManual,logged,25,5,,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000122,2026-07-17,2026-07-17T09:00:00Z,Gym,climbVolume,logged,81,4,3,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000120,2026-07-16,2026-07-16T09:00:00Z,Daily no-hangs,hang,gauge,18,,5,,3,6,,,,,,,,18.4,18.6,16.7,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000120,2026-07-16,,Daily no-hangs,,gauge,,,,,,,1,1,35,IMT,pinch,left,10,0.6,18.6,16.7,,,32.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000120,2026-07-16,,Daily no-hangs,,gauge,,,,,,,1,2,35,IMT,pinch,right,10,0.8,13.5,12.2,,,31.4,earlyRelease,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000120,2026-07-16,,Daily no-hangs,,gauge,,,,,,,1,3,35,IMT,pinch,left,10,5.4,17.7,15.9,9.5,13.0,32.0,earlyRelease,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000120,2026-07-16,,Daily no-hangs,,gauge,,,,,,,1,4,35,IMT,pinch,right,10,4.9,18.0,16.2,,,31.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000120,2026-07-16,,Daily no-hangs,,gauge,,,,,,,1,5,35,IMT,pinch,left,10,3.8,14.3,12.9,9.5,13.0,32.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000120,2026-07-16,,Daily no-hangs,,gauge,,,,,,,1,6,35,IMT,pinch,right,10,2.9,17.8,16.0,9.5,13.0,31.4,earlyRelease,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000121,2026-07-16,2026-07-16T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,3,6,,,,,,,,18.4,18.6,16.7,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000121,2026-07-16,,Daily no-hangs,,gauge,,,,,,,1,1,35,IMT,pinch,left,10,0.6,18.6,16.7,,,32.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000121,2026-07-16,,Daily no-hangs,,gauge,,,,,,,1,2,35,IMT,pinch,right,10,0.8,13.5,12.2,,,31.4,earlyRelease,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000121,2026-07-16,,Daily no-hangs,,gauge,,,,,,,1,3,35,IMT,pinch,left,10,5.4,17.7,15.9,9.5,13.0,32.0,earlyRelease,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000121,2026-07-16,,Daily no-hangs,,gauge,,,,,,,1,4,35,IMT,pinch,right,10,4.9,18.0,16.2,,,31.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000121,2026-07-16,,Daily no-hangs,,gauge,,,,,,,1,5,35,IMT,pinch,left,10,3.8,14.3,12.9,9.5,13.0,32.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000121,2026-07-16,,Daily no-hangs,,gauge,,,,,,,1,6,35,IMT,pinch,right,10,2.9,17.8,16.0,9.5,13.0,31.4,earlyRelease,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000119,2026-07-15,2026-07-15T09:00:00Z,Gym,climbLimit,logged,75,4,4,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000118,2026-07-14,2026-07-14T09:00:00Z,Weighted hangs,hangManual,logged,25,4,,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000116,2026-07-13,2026-07-13T09:00:00Z,Daily no-hangs,hang,gauge,26,,2,,6,7,,,,,,,,21.0,21.9,19.7,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000116,2026-07-13,,Daily no-hangs,,gauge,,,,,,,1,1,20,IMRL,halfCrimp,left,10,1.3,9.2,8.3,,,20.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000116,2026-07-13,,Daily no-hangs,,gauge,,,,,,,1,2,20,IMRL,halfCrimp,right,10,6.0,21.9,19.7,,,19.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000116,2026-07-13,,Daily no-hangs,,gauge,,,,,,,1,3,20,IMRL,halfCrimp,left,10,2.7,9.9,8.9,,,20.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000116,2026-07-13,,Daily no-hangs,,gauge,,,,,,,1,4,20,IMRL,halfCrimp,right,10,2.2,15.5,14.0,,,19.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000116,2026-07-13,,Daily no-hangs,,gauge,,,,,,,1,5,20,IMRL,halfCrimp,left,10,1.2,19.9,17.9,,,20.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000116,2026-07-13,,Daily no-hangs,,gauge,,,,,,,1,6,20,IMRL,halfCrimp,right,10,2.7,15.0,13.5,,,19.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000116,2026-07-13,,Daily no-hangs,,gauge,,,,,,,1,7,20,IMRL,halfCrimp,left,10,4.9,8.5,7.7,,,20.0,earlyRelease,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000117,2026-07-13,2026-07-13T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,6,7,,,,,,,,21.0,21.9,19.7,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000117,2026-07-13,,Daily no-hangs,,gauge,,,,,,,1,1,20,IMRL,halfCrimp,left,10,1.3,9.2,8.3,,,20.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000117,2026-07-13,,Daily no-hangs,,gauge,,,,,,,1,2,20,IMRL,halfCrimp,right,10,6.0,21.9,19.7,,,19.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000117,2026-07-13,,Daily no-hangs,,gauge,,,,,,,1,3,20,IMRL,halfCrimp,left,10,2.7,9.9,8.9,,,20.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000117,2026-07-13,,Daily no-hangs,,gauge,,,,,,,1,4,20,IMRL,halfCrimp,right,10,2.2,15.5,14.0,,,19.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000117,2026-07-13,,Daily no-hangs,,gauge,,,,,,,1,5,20,IMRL,halfCrimp,left,10,1.2,19.9,17.9,,,20.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000117,2026-07-13,,Daily no-hangs,,gauge,,,,,,,1,6,20,IMRL,halfCrimp,right,10,2.7,15.0,13.5,,,19.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000117,2026-07-13,,Daily no-hangs,,gauge,,,,,,,1,7,20,IMRL,halfCrimp,left,10,4.9,8.5,7.7,,,20.0,earlyRelease,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000115,2026-07-12,2026-07-12T09:00:00Z,Daily no-hangs,hang,gauge,20,,5,,3,6,,,,,,,,10.2,19.3,17.4,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000115,2026-07-12,,Daily no-hangs,,gauge,,,,,,,1,1,20,IMR,halfCrimp,left,10,0.0,,,,,24.0,skipped,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000115,2026-07-12,,Daily no-hangs,,gauge,,,,,,,1,2,20,IMR,halfCrimp,right,10,6.4,12.3,11.1,,,23.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000115,2026-07-12,,Daily no-hangs,,gauge,,,,,,,1,3,20,IMR,halfCrimp,left,10,0.0,,,,,24.0,skipped,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000115,2026-07-12,,Daily no-hangs,,gauge,,,,,,,1,4,20,IMR,halfCrimp,right,10,1.2,19.3,17.4,,,23.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000115,2026-07-12,,Daily no-hangs,,gauge,,,,,,,1,5,20,IMR,halfCrimp,left,10,2.6,12.7,11.4,,,24.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000115,2026-07-12,,Daily no-hangs,,gauge,,,,,,,1,6,20,IMR,halfCrimp,right,10,0.0,,,9.5,13.0,23.4,skipped,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000114,2026-07-11,2026-07-11T09:00:00Z,Daily no-hangs,hang,gauge,26,1,,,3,5,,,,,,,,18.8,20.6,18.5,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000114,2026-07-11,,Daily no-hangs,,gauge,,,,,,,1,1,20,IMRL,halfCrimp,left,10,5.8,8.4,7.6,9.5,13.0,20.0,aborted,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000114,2026-07-11,,Daily no-hangs,,gauge,,,,,,,1,2,20,IMRL,halfCrimp,right,10,1.3,11.3,10.2,,,19.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000114,2026-07-11,,Daily no-hangs,,gauge,,,,,,,1,3,20,IMRL,halfCrimp,left,10,5.3,17.2,15.5,9.5,13.0,20.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000114,2026-07-11,,Daily no-hangs,,gauge,,,,,,,1,4,20,IMRL,halfCrimp,right,10,4.7,11.1,10.0,,,19.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000114,2026-07-11,,Daily no-hangs,,gauge,,,,,,,1,5,20,IMRL,halfCrimp,left,10,1.7,20.6,18.5,,,20.0,aborted,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000112,2026-07-10,2026-07-10T09:00:00Z,Daily no-hangs,hang,gauge,24,2,1,,5,6,,,,,,,,29.3,13.2,11.9,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000112,2026-07-10,,Daily no-hangs,,gauge,,,,,,,1,1,20,IMR,halfCrimp,left,10,6.3,9.6,8.6,,,24.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000112,2026-07-10,,Daily no-hangs,,gauge,,,,,,,1,2,20,IMR,halfCrimp,right,10,2.1,11.6,10.4,,,23.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000112,2026-07-10,,Daily no-hangs,,gauge,,,,,,,1,3,20,IMR,halfCrimp,left,10,6.2,11.0,9.9,,,24.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000112,2026-07-10,,Daily no-hangs,,gauge,,,,,,,1,4,20,IMR,halfCrimp,right,10,4.7,10.4,9.4,,,23.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000112,2026-07-10,,Daily no-hangs,,gauge,,,,,,,1,5,20,IMR,halfCrimp,left,10,3.7,12.5,11.2,,,24.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000112,2026-07-10,,Daily no-hangs,,gauge,,,,,,,1,6,20,IMR,halfCrimp,right,10,6.3,13.2,11.9,9.5,13.0,23.4,earlyRelease,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000113,2026-07-10,2026-07-10T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,5,6,,,,,,,,29.3,13.2,11.9,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000113,2026-07-10,,Daily no-hangs,,gauge,,,,,,,1,1,20,IMR,halfCrimp,left,10,6.3,9.6,8.6,,,24.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000113,2026-07-10,,Daily no-hangs,,gauge,,,,,,,1,2,20,IMR,halfCrimp,right,10,2.1,11.6,10.4,,,23.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000113,2026-07-10,,Daily no-hangs,,gauge,,,,,,,1,3,20,IMR,halfCrimp,left,10,6.2,11.0,9.9,,,24.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000113,2026-07-10,,Daily no-hangs,,gauge,,,,,,,1,4,20,IMR,halfCrimp,right,10,4.7,10.4,9.4,,,23.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000113,2026-07-10,,Daily no-hangs,,gauge,,,,,,,1,5,20,IMR,halfCrimp,left,10,3.7,12.5,11.2,,,24.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000113,2026-07-10,,Daily no-hangs,,gauge,,,,,,,1,6,20,IMR,halfCrimp,right,10,6.3,13.2,11.9,9.5,13.0,23.4,earlyRelease,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000110,2026-07-09,2026-07-09T09:00:00Z,Daily no-hangs,hang,gauge,23,3,5,,4,6,,,,,,,,8.4,20.7,18.6,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000110,2026-07-09,,Daily no-hangs,,gauge,,,,,,,1,1,20,IMRL,halfCrimp,left,10,0.0,,,9.5,13.0,20.0,skipped,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000110,2026-07-09,,Daily no-hangs,,gauge,,,,,,,1,2,20,IMRL,halfCrimp,right,10,2.8,20.4,18.4,,,19.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000110,2026-07-09,,Daily no-hangs,,gauge,,,,,,,1,3,20,IMRL,halfCrimp,left,10,0.0,,,,,20.0,skipped,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000110,2026-07-09,,Daily no-hangs,,gauge,,,,,,,1,4,20,IMRL,halfCrimp,right,10,2.9,15.9,14.3,9.5,13.0,19.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000110,2026-07-09,,Daily no-hangs,,gauge,,,,,,,1,5,20,IMRL,halfCrimp,left,10,1.3,17.8,16.0,,,20.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000110,2026-07-09,,Daily no-hangs,,gauge,,,,,,,1,6,20,IMRL,halfCrimp,right,10,1.4,20.7,18.6,,,19.4,completed,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000111,2026-07-09,2026-07-09T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,4,6,,,,,,,,8.4,20.7,18.6,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000111,2026-07-09,,Daily no-hangs,,gauge,,,,,,,1,1,20,IMRL,halfCrimp,left,10,0.0,,,9.5,13.0,20.0,skipped,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000111,2026-07-09,,Daily no-hangs,,gauge,,,,,,,1,2,20,IMRL,halfCrimp,right,10,2.8,20.4,18.4,,,19.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000111,2026-07-09,,Daily no-hangs,,gauge,,,,,,,1,3,20,IMRL,halfCrimp,left,10,0.0,,,,,20.0,skipped,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000111,2026-07-09,,Daily no-hangs,,gauge,,,,,,,1,4,20,IMRL,halfCrimp,right,10,2.9,15.9,14.3,9.5,13.0,19.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000111,2026-07-09,,Daily no-hangs,,gauge,,,,,,,1,5,20,IMRL,halfCrimp,left,10,1.3,17.8,16.0,,,20.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000111,2026-07-09,,Daily no-hangs,,gauge,,,,,,,1,6,20,IMRL,halfCrimp,right,10,1.4,20.7,18.6,,,19.4,completed,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000109,2026-07-08,2026-07-08T09:00:00Z,Daily no-hangs,hang,gauge,27,1,4,,4,5,,,,,,,,15.6,19.6,17.6,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000109,2026-07-08,,Daily no-hangs,,gauge,,,,,,,1,1,35,IMT,pinch,left,10,3.7,19.0,17.1,,,32.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000109,2026-07-08,,Daily no-hangs,,gauge,,,,,,,1,2,35,IMT,pinch,right,10,5.9,10.7,9.6,,,31.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000109,2026-07-08,,Daily no-hangs,,gauge,,,,,,,1,3,35,IMT,pinch,left,10,0.0,,,9.5,13.0,32.0,skipped,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000109,2026-07-08,,Daily no-hangs,,gauge,,,,,,,1,4,35,IMT,pinch,right,10,2.0,19.6,17.6,,,31.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000109,2026-07-08,,Daily no-hangs,,gauge,,,,,,,1,5,35,IMT,pinch,left,10,4.0,14.0,12.6,9.5,13.0,32.0,completed,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000108,2026-07-07,2026-07-07T09:00:00Z,Gym,climbLimit,logged,95,5,4,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000107,2026-07-06,2026-07-06T09:00:00Z,Gym,climbVolume,logged,66,1,3,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000106,2026-07-05,2026-07-05T09:00:00Z,Daily no-hangs,hang,gauge,27,,3,,5,7,,,,,,,,20.0,20.2,18.2,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000106,2026-07-05,,Daily no-hangs,,gauge,,,,,,,1,1,20,IM,openHand,left,10,1.0,20.2,18.2,9.5,13.0,28.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000106,2026-07-05,,Daily no-hangs,,gauge,,,,,,,1,2,20,IM,openHand,right,10,0.0,,,,,27.4,skipped,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000106,2026-07-05,,Daily no-hangs,,gauge,,,,,,,1,3,20,IM,openHand,left,10,4.3,10.3,9.3,,,28.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000106,2026-07-05,,Daily no-hangs,,gauge,,,,,,,1,4,20,IM,openHand,right,10,0.0,,,,,27.4,skipped,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000106,2026-07-05,,Daily no-hangs,,gauge,,,,,,,1,5,20,IM,openHand,left,10,6.2,9.5,8.6,,,28.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000106,2026-07-05,,Daily no-hangs,,gauge,,,,,,,1,6,20,IM,openHand,right,10,6.3,10.8,9.7,,,27.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000106,2026-07-05,,Daily no-hangs,,gauge,,,,,,,1,7,20,IM,openHand,left,10,2.2,17.2,15.5,9.5,13.0,28.0,completed,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000105,2026-07-04,2026-07-04T09:00:00Z,Weighted hangs,hangManual,logged,25,5,,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
max,,2026-08-08,2026-08-08T08:00:00Z,,,,,,,,,,,,20,IMRL,halfCrimp,left,,,21.6,,,,,,measured,,,,,,,,,,
max,,2026-08-08,2026-08-08T08:00:00Z,,,,,,,,,,,,20,IMR,halfCrimp,left,,,25.6,,,,,,measured,,,,,,,,,,
max,,2026-08-08,2026-08-08T08:00:00Z,,,,,,,,,,,,20,IM,openHand,left,,,29.6,,,,,,measured,,,,,,,,,,
max,,2026-08-08,2026-08-08T08:00:00Z,,,,,,,,,,,,35,IMT,pinch,left,,,33.6,,,,,,measured,,,,,,,,,,
max,,2026-08-08,2026-08-08T08:00:00Z,,,,,,,,,,,,45,IMRL,sloper,left,,,37.6,,,,,,measured,,,,,,,,,,
